City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Predicted_AQI,AQI_Category
Kolkata,2023-03-20,327.1,293.4,22.0,37.5,63.7,15.4,8.45,98.5,116.1,477.1,Severe,479.21900000000045,Severe
Bangalore,2023-03-20,71.0,162.0,147.3,28.5,52.4,17.6,7.93,63.8,139.1,174.1,Moderate,174.83300000000006,Moderate
Delhi,2023-03-21,272.7,363.4,146.6,48.6,135.7,37.2,8.73,88.0,147.5,422.7,Severe,422.69999999999885,Severe
Mumbai,2023-03-21,58.9,487.1,73.2,42.2,70.6,25.4,0.78,74.4,183.9,481.5,Severe,481.4290000000001,Severe
Chennai,2023-03-21,189.0,219.6,143.1,124.5,245.8,13.9,9.57,75.7,12.4,353.2,Very Poor,353.2284999999993,Very Poor
Kolkata,2023-03-21,315.0,427.7,46.5,138.5,50.0,35.4,9.34,98.8,57.7,465.0,Severe,465.73349999999994,Severe
Bangalore,2023-03-21,320.3,338.2,60.7,104.8,76.6,9.3,6.75,42.7,91.6,470.3,Severe,470.2625000000005,Severe
Delhi,2023-03-22,143.8,462.9,149.1,20.3,202.8,23.7,5.97,71.1,1.8,446.8,Severe,446.93750000000085,Severe
Mumbai,2023-03-22,7.7,565.5,163.5,149.1,82.2,24.5,6.35,42.5,121.2,169.1,Moderate,166.86249999999956,Moderate
Chennai,2023-03-22,186.0,139.9,189.2,33.9,21.8,0.1,0.81,61.0,132.6,350.9,Very Poor,350.9050000000005,Very Poor
Kolkata,2023-03-22,62.6,528.5,123.8,18.3,234.0,34.5,4.69,4.5,97.6,133.5,Moderate,135.16100000000003,Moderate
Bangalore,2023-03-22,95.8,214.1,44.5,133.8,222.6,13.6,4.1,32.3,182.3,234.8,Poor,235.2745000000003,Poor
Delhi,2023-03-23,164.2,29.3,104.7,89.1,165.0,45.8,3.2,87.1,149.4,334.2,Very Poor,334.199499999999,Very Poor
Mumbai,2023-03-23,218.0,254.1,1.7,104.1,61.5,17.0,3.69,21.0,78.2,375.4,Very Poor,375.4090000000004,Very Poor
Chennai,2023-03-23,46.7,494.5,193.5,6.8,37.6,20.9,4.33,23.0,150.8,492.1,Severe,492.06850000000077,Severe
Kolkata,2023-03-23,336.0,333.7,109.8,44.5,181.9,29.3,8.72,81.4,88.6,486.0,Severe,486.01250000000005,Severe
Bangalore,2023-03-23,387.4,398.0,75.3,48.6,225.7,20.1,2.12,50.4,64.5,359.9,Very Poor,359.90950000000026,Very Poor
Delhi,2023-03-24,94.3,292.9,190.7,10.2,124.9,30.2,2.53,49.8,47.6,242.9,Poor,244.13899999999975,Poor
Mumbai,2023-03-24,301.8,589.2,97.5,133.3,34.7,13.7,6.82,20.4,0.6,451.8,Severe,452.50850000000077,Severe
Chennai,2023-03-24,354.9,46.4,104.6,141.4,162.3,44.4,3.5,64.2,89.0,161.4,Moderate,161.33050000000026,Moderate
Kolkata,2023-03-24,68.1,261.3,123.5,20.0,199.4,49.7,1.47,75.6,47.3,211.3,Poor,211.41250000000036,Poor
Bangalore,2023-03-24,439.4,156.4,8.9,23.7,87.7,28.2,9.94,33.4,107.7,199.2,Moderate,199.1909999999999,Moderate
Delhi,2023-03-25,391.9,120.0,194.6,9.2,99.9,31.0,3.33,12.9,131.6,146.2,Moderate,144.09949999999992,Moderate
Mumbai,2023-03-25,308.9,388.7,108.9,133.8,208.5,22.6,1.04,27.3,40.1,458.9,Severe,458.90049999999957,Severe
Chennai,2023-03-25,115.8,582.3,44.1,130.4,211.3,49.3,6.69,3.8,144.3,285.7,Poor,285.7689999999992,Poor
Kolkata,2023-03-25,196.5,20.5,172.2,73.9,93.1,20.6,9.45,82.8,90.1,358.9,Very Poor,358.9045000000004,Very Poor
Bangalore,2023-03-25,58.0,279.7,124.6,67.2,179.8,12.1,0.82,26.5,88.4,229.7,Poor,230.27649999999983,Poor
Delhi,2023-03-26,49.7,379.5,76.0,56.4,84.5,8.1,8.21,97.5,147.0,336.7,Very Poor,337.02199999999954,Very Poor
Mumbai,2023-03-26,138.6,555.3,50.3,48.1,83.0,24.3,4.79,50.9,63.5,314.5,Very Poor,314.45700000000016,Very Poor
Chennai,2023-03-26,160.6,250.7,168.2,120.6,210.3,4.1,0.53,15.6,135.7,331.4,Very Poor,331.3910000000007,Very Poor
Kolkata,2023-03-26,398.9,376.5,24.6,18.8,113.6,22.7,4.8,96.6,132.9,333.0,Very Poor,332.91700000000014,Very Poor
Bangalore,2023-03-26,443.2,37.8,177.3,25.6,247.5,45.3,7.6,34.5,74.9,169.9,Moderate,169.85150000000016,Moderate
Delhi,2023-03-27,129.2,47.3,86.1,60.2,94.6,26.0,3.67,15.9,44.4,307.3,Very Poor,307.2630000000005,Very Poor
Mumbai,2023-03-27,84.9,435.0,175.5,85.8,162.5,8.2,1.17,88.0,130.3,406.7,Severe,406.76449999999875,Severe
Chennai,2023-03-27,299.4,126.6,72.8,63.0,98.5,34.2,5.7,7.3,115.3,449.4,Severe,449.3924999999994,Severe
Kolkata,2023-03-27,52.6,85.8,184.2,143.2,76.3,4.8,1.79,26.1,30.7,163.2,Moderate,163.56049999999996,Moderate
Bangalore,2023-03-27,482.6,218.4,33.1,42.8,181.1,29.3,7.62,80.8,74.1,179.0,Moderate,178.92500000000007,Moderate
Delhi,2023-03-28,129.6,478.7,183.8,118.3,17.2,14.5,8.01,11.1,38.4,469.4,Severe,469.386499999999,Severe
Mumbai,2023-03-28,165.8,441.4,14.8,20.7,220.8,1.1,4.24,7.7,171.6,415.9,Severe,416.07449999999994,Severe
Chennai,2023-03-28,228.2,451.8,125.7,62.7,12.2,47.8,2.02,88.9,177.6,430.8,Severe,430.54850000000096,Severe
Kolkata,2023-03-28,55.1,10.5,137.5,109.8,169.3,14.7,9.45,11.9,92.5,193.1,Moderate,193.0119999999995,Moderate
Bangalore,2023-03-28,440.2,574.6,11.6,72.6,54.9,33.3,6.06,87.3,91.0,150.6,Moderate,150.61849999999967,Moderate
Delhi,2023-03-29,313.8,421.1,116.6,105.0,160.1,27.5,7.47,68.0,63.4,463.8,Severe,463.8140000000006,Severe
Mumbai,2023-03-29,139.7,196.0,43.0,111.4,68.1,11.5,6.31,53.2,11.8,315.4,Very Poor,315.38800000000094,Very Poor
Chennai,2023-03-29,85.2,59.5,14.7,127.6,155.9,28.5,9.3,7.1,74.2,191.2,Moderate,191.5390000000001,Moderate
Kolkata,2023-03-29,148.8,388.5,96.9,124.1,13.6,40.1,8.8,39.7,90.3,348.0,Very Poor,347.99049999999994,Very Poor
Bangalore,2023-03-29,234.4,553.9,5.1,83.9,94.3,16.2,8.67,14.3,19.0,388.0,Very Poor,387.9565,Very Poor
Delhi,2023-03-30,296.6,21.0,110.8,41.3,244.4,29.1,3.37,85.1,119.5,446.6,Severe,446.8385000000005,Severe
Mumbai,2023-03-30,33.4,484.6,90.4,93.7,146.1,39.2,2.16,88.3,122.9,477.9,Severe,477.93099999999896,Severe
Chennai,2023-03-30,8.6,266.9,170.9,69.7,118.3,50.0,6.14,31.6,84.8,216.9,Poor,217.0400000000005,Poor
Kolkata,2023-03-30,128.7,269.6,170.8,111.4,100.9,46.7,5.62,26.7,39.3,306.9,Very Poor,306.8925000000003,Very Poor
Bangalore,2023-03-30,254.9,301.7,114.6,44.2,5.4,36.8,3.21,39.7,174.1,404.9,Severe,404.9109999999997,Severe
Delhi,2023-03-31,374.9,584.6,148.3,54.4,59.5,12.0,9.8,38.4,40.8,197.5,Moderate,197.5275,Moderate
Mumbai,2023-03-31,228.5,147.8,137.0,85.7,110.4,30.0,7.63,98.5,146.6,383.5,Very Poor,383.49899999999974,Very Poor
Chennai,2023-03-31,59.3,219.6,7.6,116.6,54.4,28.8,4.0,2.4,93.6,179.8,Moderate,179.73849999999985,Moderate
Kolkata,2023-03-31,346.1,111.4,74.7,6.6,123.4,19.1,3.01,14.6,34.1,496.1,Severe,496.08700000000084,Severe
Bangalore,2023-03-31,88.8,119.4,127.9,75.2,83.9,34.0,7.85,12.9,88.6,195.9,Moderate,192.46900000000042,Moderate
Delhi,2023-04-01,110.9,329.0,120.8,94.0,81.4,26.1,1.27,66.3,132.3,279.0,Poor,279.0190000000001,Poor
Mumbai,2023-04-01,117.4,221.0,10.4,112.5,79.7,27.4,5.65,61.5,174.4,291.1,Poor,291.1594999999993,Poor
Chennai,2023-04-01,174.9,537.1,140.2,121.6,157.4,3.2,3.12,35.3,66.9,342.4,Very Poor,342.3790000000006,Very Poor
Kolkata,2023-04-01,91.4,65.9,124.1,134.9,33.4,7.7,3.48,31.6,168.4,202.4,Poor,202.42550000000045,Poor
Bangalore,2023-04-01,316.8,529.3,131.5,107.7,98.2,19.0,2.57,90.6,127.7,466.8,Severe,466.8130000000014,Severe
Delhi,2023-04-02,24.7,166.2,52.2,145.4,176.2,32.8,5.16,92.7,143.3,165.4,Moderate,165.49650000000045,Moderate
Mumbai,2023-04-02,468.2,500.1,72.9,67.9,157.4,22.5,6.12,90.5,193.1,262.2,Poor,295.64400000000063,Poor
Chennai,2023-04-02,380.3,135.2,150.2,37.2,92.9,44.1,1.9,48.9,43.6,123.7,Moderate,124.97499999999991,Moderate
Kolkata,2023-04-02,343.6,38.6,161.1,108.5,62.8,14.4,9.23,63.8,3.8,493.6,Severe,493.6355000000003,Severe
Bangalore,2023-04-02,434.4,565.1,80.2,68.7,171.3,7.8,1.85,97.3,102.4,106.4,Moderate,105.80250000000015,Moderate
Delhi,2023-04-03,21.3,294.9,134.7,140.4,121.3,31.3,2.12,95.8,20.8,244.9,Poor,244.88150000000064,Poor
Mumbai,2023-04-03,212.8,425.0,65.0,48.6,219.2,47.1,8.86,91.9,160.9,393.7,Very Poor,393.7149999999991,Very Poor
Chennai,2023-04-03,491.4,429.3,195.5,51.1,121.3,44.3,6.61,81.2,120.5,399.1,Very Poor,399.05449999999985,Very Poor
Kolkata,2023-04-03,427.3,197.9,83.8,135.4,58.4,25.3,6.01,37.6,38.0,165.4,Moderate,165.5100000000003,Moderate
Bangalore,2023-04-03,281.8,400.0,179.9,94.9,4.8,12.5,8.74,6.8,93.5,431.8,Severe,431.79600000000113,Severe
Delhi,2023-04-04,114.1,309.7,139.4,38.7,204.1,5.8,2.88,97.4,155.6,279.9,Poor,275.6089999999998,Poor
Mumbai,2023-04-04,442.4,65.1,54.6,124.7,109.5,36.0,4.76,60.5,20.4,144.7,Moderate,144.61650000000026,Moderate
Chennai,2023-04-04,344.2,110.2,3.6,33.6,231.1,27.3,0.46,73.6,113.7,494.2,Severe,494.2079999999987,Severe
Kolkata,2023-04-04,409.9,168.2,167.5,101.1,126.9,10.2,7.19,92.9,168.3,164.8,Moderate,173.55099999999982,Moderate
Bangalore,2023-04-04,68.4,96.7,31.6,149.8,211.4,35.6,2.73,70.0,147.2,169.8,Moderate,170.28599999999997,Moderate
Delhi,2023-04-05,350.0,193.7,88.9,65.0,208.5,19.5,2.91,76.3,102.5,500.0,Severe,499.9614999999999,Severe
Mumbai,2023-04-05,472.5,465.6,63.1,18.8,176.8,2.0,2.82,79.5,40.6,450.6,Severe,450.5405000000005,Severe
Chennai,2023-04-05,253.9,88.2,17.8,67.7,91.7,33.9,1.74,90.9,121.0,403.9,Severe,403.82999999999987,Severe
Kolkata,2023-04-05,161.6,191.1,22.8,32.8,137.8,3.7,9.89,26.2,23.1,332.2,Very Poor,332.1959999999989,Very Poor
Bangalore,2023-04-05,178.4,366.3,181.8,68.6,230.1,40.2,5.23,99.1,47.9,345.1,Very Poor,345.0829999999994,Very Poor
Delhi,2023-04-06,214.9,488.3,68.7,78.0,178.0,4.1,5.52,36.9,67.6,483.2,Severe,483.4719999999988,Severe
Mumbai,2023-04-06,282.4,289.4,60.9,34.8,152.5,39.1,2.66,45.8,127.3,432.4,Severe,432.4024999999994,Severe
Chennai,2023-04-06,20.4,360.0,140.6,34.3,190.3,12.3,2.27,50.6,86.7,312.3,Very Poor,312.3205000000009,Very Poor
Kolkata,2023-04-06,398.3,481.7,153.7,105.1,223.3,49.1,9.58,53.5,168.8,473.7,Severe,473.74999999999847,Severe
Bangalore,2023-04-06,273.5,526.6,138.5,27.2,132.5,42.5,7.57,60.6,192.2,423.5,Severe,423.38300000000004,Severe
Delhi,2023-04-07,57.4,62.5,18.5,123.0,214.6,15.3,1.61,75.6,115.8,143.0,Moderate,142.7965,Moderate
Mumbai,2023-04-07,133.0,261.5,66.2,44.1,242.5,0.9,5.55,77.3,144.7,310.2,Very Poor,310.19649999999893,Very Poor
Chennai,2023-04-07,408.1,217.4,136.0,108.3,51.9,21.3,1.59,23.9,117.6,178.3,Moderate,178.28750000000002,Moderate
Kolkata,2023-04-07,91.3,50.1,46.9,138.5,59.8,29.7,1.17,39.5,197.0,272.1,Poor,272.2019999999993,Poor
Bangalore,2023-04-07,239.0,363.6,91.2,17.3,2.1,47.6,8.37,59.7,178.2,391.6,Very Poor,391.5889999999999,Very Poor
Delhi,2023-04-08,194.4,143.5,37.4,131.0,105.9,44.4,3.56,9.4,168.9,357.3,Very Poor,357.3060000000013,Very Poor
Mumbai,2023-04-08,461.0,181.7,139.9,82.0,222.2,40.5,9.62,89.0,80.3,195.2,Moderate,195.23499999999993,Moderate
Chennai,2023-04-08,368.4,486.4,122.5,75.5,65.9,5.7,4.18,24.7,71.7,480.5,Severe,480.43350000000027,Severe
Kolkata,2023-04-08,324.3,572.2,193.6,12.0,216.3,0.1,7.61,34.2,144.5,474.3,Severe,474.79850000000096,Severe
Bangalore,2023-04-08,346.5,20.8,50.6,105.6,197.5,12.5,7.25,92.9,103.5,496.5,Severe,496.4730000000005,Severe
Delhi,2023-04-09,22.2,268.0,138.0,65.8,238.8,38.4,7.26,86.6,154.4,218.0,Poor,217.99000000000007,Poor
Mumbai,2023-04-09,239.1,478.1,23.0,31.6,94.2,10.4,7.34,70.1,196.4,468.6,Severe,468.4705000000005,Severe
Chennai,2023-04-09,240.5,242.8,166.1,22.2,154.3,4.0,3.48,25.0,33.7,392.7,Very Poor,392.7269999999991,Very Poor
Kolkata,2023-04-09,134.3,523.2,46.3,89.0,147.4,45.5,7.65,62.9,30.8,311.2,Very Poor,311.1394999999993,Very Poor
Bangalore,2023-04-09,286.9,393.9,17.1,138.6,145.2,25.9,3.35,15.8,192.1,436.9,Severe,436.90549999999945,Severe
Delhi,2023-04-10,279.5,329.0,37.2,77.0,25.0,28.3,7.19,34.2,28.5,429.5,Severe,429.5025,Severe
Mumbai,2023-04-10,129.0,582.1,130.9,17.7,53.9,5.5,4.11,21.6,113.5,307.1,Very Poor,307.04699999999957,Very Poor
Chennai,2023-04-10,431.3,330.6,159.3,113.4,96.7,42.3,2.46,16.2,131.1,280.6,Poor,280.6139999999993,Poor
Kolkata,2023-04-10,449.6,461.9,127.3,33.0,180.7,19.8,3.43,43.5,62.6,445.3,Severe,445.28950000000145,Severe
Bangalore,2023-04-10,241.7,280.9,142.8,84.3,215.1,12.7,9.41,82.4,65.7,393.6,Very Poor,393.5925000000001,Very Poor
Delhi,2023-04-11,413.7,322.9,103.0,76.5,16.3,3.2,8.52,67.9,185.3,272.9,Poor,272.93850000000054,Poor
Mumbai,2023-04-11,115.1,326.5,195.3,22.0,54.9,29.1,3.92,85.4,179.5,283.3,Poor,284.53900000000044,Poor
Chennai,2023-04-11,410.0,397.0,148.7,13.5,132.3,48.2,8.14,56.9,131.4,358.6,Very Poor,358.3950000000001,Very Poor
Kolkata,2023-04-11,495.0,497.2,66.4,59.4,158.3,10.9,1.48,93.2,0.5,496.0,Severe,495.957,Severe
Bangalore,2023-04-11,132.5,388.7,16.3,136.8,98.9,0.8,9.14,32.2,198.6,348.2,Very Poor,348.11049999999904,Very Poor
Delhi,2023-04-12,119.6,42.3,155.8,29.4,235.0,24.4,1.76,64.9,83.9,298.6,Poor,298.62749999999943,Poor
Mumbai,2023-04-12,160.9,501.6,171.3,134.6,223.1,20.7,7.06,29.8,174.8,331.6,Very Poor,331.6829999999994,Very Poor
Chennai,2023-04-12,378.2,565.9,173.1,146.0,146.2,46.0,1.02,22.3,175.3,217.0,Poor,215.41850000000005,Poor
Kolkata,2023-04-12,458.5,86.4,170.1,6.9,154.9,24.2,7.5,53.8,186.7,245.9,Poor,245.83850000000058,Poor
Bangalore,2023-04-12,107.3,254.6,25.0,99.4,209.3,18.8,9.43,96.4,49.2,256.6,Poor,256.68499999999943,Poor
Delhi,2023-04-13,347.5,224.9,110.4,99.8,116.8,45.3,6.06,93.8,42.6,497.5,Severe,497.50450000000035,Severe
Mumbai,2023-04-13,467.8,215.1,12.9,64.0,77.3,36.8,3.92,63.8,153.3,178.3,Moderate,178.60500000000005,Moderate
Chennai,2023-04-13,172.7,33.4,49.6,39.3,221.0,33.8,0.32,27.6,163.4,340.7,Very Poor,340.71949999999924,Very Poor
Kolkata,2023-04-13,477.8,367.1,156.1,96.7,178.0,25.0,1.0,47.5,53.8,321.2,Very Poor,321.2934999999992,Very Poor
Bangalore,2023-04-13,303.2,10.7,156.7,89.8,179.2,21.8,6.73,77.3,142.0,453.2,Severe,453.19149999999905,Severe
Delhi,2023-04-14,380.9,561.0,169.3,94.0,189.0,24.0,3.45,39.8,69.7,117.9,Moderate,118.15500000000024,Moderate
Mumbai,2023-04-14,434.4,477.8,37.2,109.2,89.4,11.6,2.85,6.4,121.3,468.1,Severe,468.09400000000096,Severe
Chennai,2023-04-14,46.9,345.8,119.5,121.6,213.0,33.1,8.56,12.7,6.1,295.8,Poor,295.80400000000094,Poor
Kolkata,2023-04-14,471.7,312.7,50.2,109.8,90.0,49.0,7.27,10.8,34.7,262.7,Poor,262.6829999999995,Poor
Bangalore,2023-04-14,167.1,31.7,158.6,136.1,86.6,0.1,5.67,80.2,125.7,336.4,Very Poor,336.40900000000073,Very Poor
Delhi,2023-04-15,263.8,68.8,119.3,43.7,111.2,11.9,2.04,74.7,0.2,413.8,Severe,413.7980000000012,Severe
Mumbai,2023-04-15,104.1,371.1,123.7,20.5,205.5,1.5,7.58,57.0,121.2,326.2,Very Poor,326.3649999999992,Very Poor
Chennai,2023-04-15,74.7,266.9,8.2,48.9,110.7,12.5,1.73,80.4,25.6,216.9,Poor,216.9320000000006,Poor
Kolkata,2023-04-15,361.9,527.2,180.7,109.0,123.0,19.7,1.44,14.6,50.5,129.0,Moderate,125.23900000000009,Moderate
Bangalore,2023-04-15,161.0,554.7,123.6,138.1,4.4,36.7,2.17,88.8,102.5,331.7,Very Poor,331.68799999999925,Very Poor
Delhi,2023-04-16,284.8,190.2,175.0,10.3,209.3,47.3,8.98,90.0,169.4,434.8,Severe,434.7880000000015,Severe
Mumbai,2023-04-16,449.9,385.4,22.6,41.1,25.9,38.8,8.53,74.4,127.8,344.1,Very Poor,343.95050000000026,Very Poor
Chennai,2023-04-16,176.8,596.9,180.2,18.3,113.3,44.2,6.04,53.2,102.7,343.8,Very Poor,343.8959999999999,Very Poor
Kolkata,2023-04-16,183.7,124.4,2.3,7.4,231.0,42.8,0.73,75.8,194.8,349.1,Very Poor,349.10499999999956,Very Poor
Bangalore,2023-04-16,172.0,566.2,175.9,120.0,52.8,48.5,8.81,62.1,118.4,340.1,Very Poor,340.04999999999956,Very Poor
Delhi,2023-04-17,414.0,442.4,77.2,10.4,91.1,41.7,0.44,84.7,72.6,417.4,Severe,417.42949999999985,Severe
Mumbai,2023-04-17,210.4,443.4,33.0,138.6,156.8,10.5,3.26,57.2,86.6,418.8,Severe,418.9335000000013,Severe
Chennai,2023-04-17,366.4,105.9,159.5,29.3,76.1,19.9,8.79,46.6,168.2,184.8,Moderate,187.1969999999999,Moderate
Kolkata,2023-04-17,373.0,366.5,70.6,74.5,79.8,4.3,3.42,62.7,9.5,320.4,Very Poor,320.4005000000007,Very Poor
Bangalore,2023-04-17,360.7,40.0,150.6,25.0,230.9,47.2,6.05,17.2,102.3,150.5,Moderate,150.5425,Moderate
Delhi,2023-04-18,30.7,261.7,84.3,3.4,41.7,32.0,6.4,15.9,141.5,211.7,Poor,211.6510000000002,Poor
Mumbai,2023-04-18,181.5,514.5,168.3,16.8,33.2,29.0,9.6,82.6,68.0,347.4,Very Poor,347.4215000000004,Very Poor
Chennai,2023-04-18,329.3,261.5,154.1,121.4,243.2,2.1,1.4,76.7,26.0,479.3,Severe,479.5240000000013,Severe
Kolkata,2023-04-18,28.3,517.5,29.2,80.0,62.6,2.0,8.05,44.1,114.5,175.6,Moderate,175.6620000000001,Moderate
Bangalore,2023-04-18,407.6,203.4,65.4,66.7,219.2,22.4,7.25,19.2,183.2,237.0,Poor,237.1115000000001,Poor
Delhi,2023-04-19,267.0,538.8,139.7,90.5,28.2,22.1,2.78,85.4,118.1,417.0,Severe,417.1065000000001,Severe
Mumbai,2023-04-19,340.0,385.3,37.4,29.1,163.2,3.6,8.16,28.6,172.8,490.0,Severe,490.0,Severe
Chennai,2023-04-19,141.7,137.0,68.6,35.0,147.6,9.1,3.59,9.0,4.9,316.9,Very Poor,316.86800000000096,Very Poor
Kolkata,2023-04-19,29.7,145.4,45.3,59.2,153.5,39.7,5.69,4.6,77.1,146.0,Moderate,146.18449999999993,Moderate
Bangalore,2023-04-19,160.0,299.1,145.0,41.4,83.3,16.6,5.81,75.9,114.7,330.9,Very Poor,330.90900000000033,Very Poor
Delhi,2023-04-20,427.9,419.6,163.9,2.5,4.4,37.0,3.52,52.4,31.6,387.0,Very Poor,386.99999999999994,Very Poor
Mumbai,2023-04-20,292.0,60.9,116.4,98.6,239.9,32.9,5.42,4.8,16.5,442.0,Severe,442.10700000000026,Severe
Chennai,2023-04-20,103.3,546.0,43.1,39.6,206.6,12.8,5.73,34.3,154.6,243.0,Poor,242.5759999999998,Poor
Kolkata,2023-04-20,184.5,484.3,163.3,87.0,118.2,44.0,4.17,67.4,153.4,477.5,Severe,477.70200000000034,Severe
Bangalore,2023-04-20,152.6,95.8,70.6,114.2,149.2,43.0,9.07,36.4,186.9,325.3,Very Poor,325.31300000000056,Very Poor
Delhi,2023-04-21,263.7,169.9,169.6,49.0,103.7,20.4,3.31,24.6,5.2,413.7,Severe,413.706999999999,Severe
Mumbai,2023-04-21,120.8,215.5,55.0,46.3,155.0,45.7,8.44,88.0,132.2,180.5,Moderate,199.3710000000001,Moderate
Chennai,2023-04-21,469.2,378.4,35.6,64.5,67.4,17.2,8.4,49.7,61.8,335.3,Very Poor,335.3200000000003,Very Poor
Kolkata,2023-04-21,151.7,351.1,53.3,35.2,154.1,40.5,6.38,52.4,133.8,324.6,Very Poor,324.61299999999915,Very Poor
Bangalore,2023-04-21,458.1,370.1,48.2,37.0,97.3,27.0,1.13,23.3,164.7,324.9,Very Poor,324.91000000000076,Very Poor
Delhi,2023-04-22,155.6,229.9,93.3,36.8,241.2,26.1,8.04,69.1,170.9,327.6,Very Poor,327.5824999999993,Very Poor
Mumbai,2023-04-22,366.3,522.3,123.8,9.5,245.5,2.4,0.3,89.7,31.9,103.9,Moderate,97.16600000000003,Satisfactory
Chennai,2023-04-22,310.8,447.4,88.8,148.0,240.3,35.9,8.46,24.6,60.3,460.8,Severe,461.22400000000096,Severe
Kolkata,2023-04-22,230.4,477.1,159.4,126.0,16.0,23.9,6.94,16.1,68.3,467.1,Severe,467.57150000000075,Severe
Bangalore,2023-04-22,249.0,533.3,170.1,108.4,33.6,36.1,2.86,38.7,101.3,399.2,Very Poor,399.31350000000054,Very Poor
Delhi,2023-04-23,308.6,590.8,118.3,121.1,163.9,21.7,0.83,65.5,19.8,458.6,Severe,458.60250000000065,Severe
Mumbai,2023-04-23,55.1,565.4,63.2,21.9,97.0,23.8,1.74,28.2,177.5,222.6,Poor,222.87749999999934,Poor
Chennai,2023-04-23,73.4,210.0,50.1,19.4,34.9,20.6,5.3,60.1,147.5,173.4,Moderate,173.5120000000004,Moderate
Kolkata,2023-04-23,417.6,256.2,189.2,22.5,125.6,2.0,9.99,39.8,108.3,206.2,Poor,206.19749999999996,Poor
Bangalore,2023-04-23,313.7,394.1,92.1,107.0,225.4,7.6,1.5,71.4,184.4,463.7,Severe,463.69499999999897,Severe
Delhi,2023-04-24,103.1,155.8,45.2,38.3,5.2,38.1,0.02,76.4,185.7,243.4,Poor,243.63450000000068,Poor
Mumbai,2023-04-24,148.5,94.3,7.7,34.9,153.7,12.2,0.14,11.7,2.2,322.1,Very Poor,322.0884999999991,Very Poor
Chennai,2023-04-24,470.8,264.8,174.7,107.1,1.4,28.8,9.3,48.2,115.7,214.8,Poor,214.82400000000035,Poor
Kolkata,2023-04-24,412.2,287.1,16.2,71.4,136.1,25.4,6.87,27.7,129.5,237.1,Poor,237.13999999999953,Poor
Bangalore,2023-04-24,144.3,403.8,121.2,62.2,239.9,4.6,3.61,69.7,44.7,367.2,Very Poor,367.13699999999915,Very Poor
Delhi,2023-04-25,227.4,577.6,101.6,97.4,18.9,2.5,6.14,71.6,87.5,382.7,Very Poor,382.74949999999905,Very Poor
Mumbai,2023-04-25,79.9,472.2,166.3,105.3,13.8,25.0,2.95,44.7,59.4,460.1,Severe,460.01950000000085,Severe
Chennai,2023-04-25,265.6,486.5,113.0,14.6,226.3,47.4,9.38,44.2,177.1,480.6,Severe,480.7079999999996,Severe
Kolkata,2023-04-25,160.0,485.9,89.0,132.1,118.7,28.0,6.75,86.1,157.3,479.8,Severe,479.81850000000105,Severe
Bangalore,2023-04-25,106.9,533.2,189.4,96.3,97.7,44.3,1.76,62.3,43.2,255.3,Poor,255.2880000000003,Poor
Delhi,2023-04-26,21.1,528.8,125.8,75.3,203.6,4.0,4.8,45.2,165.0,195.6,Moderate,195.45149999999947,Moderate
Mumbai,2023-04-26,133.4,341.3,156.0,135.8,159.0,5.8,4.79,24.2,62.2,310.5,Very Poor,310.5285000000001,Very Poor
Chennai,2023-04-26,254.9,557.8,153.8,119.4,128.1,9.9,2.24,26.9,184.4,404.9,Severe,404.9800000000003,Severe
Kolkata,2023-04-26,47.6,240.5,23.2,96.6,139.6,47.8,5.19,10.8,138.7,193.7,Moderate,193.94950000000026,Moderate
Bangalore,2023-04-26,220.0,520.7,150.6,25.2,212.5,26.8,0.95,79.5,89.2,377.0,Very Poor,377.133,Very Poor
Delhi,2023-04-27,421.3,441.8,197.4,38.7,80.5,40.5,7.5,58.1,117.5,416.5,Severe,416.5169999999998,Severe
Mumbai,2023-04-27,26.4,499.6,151.5,144.0,29.7,22.1,0.09,34.0,199.3,499.4,Severe,499.3334999999994,Severe
Chennai,2023-04-27,320.4,418.8,164.3,51.1,60.0,29.1,0.91,78.8,143.9,470.4,Severe,470.389499999999,Severe
Kolkata,2023-04-27,41.5,161.2,121.5,83.6,217.5,10.9,6.52,76.7,52.4,156.4,Moderate,155.98050000000035,Moderate
Bangalore,2023-04-27,33.2,412.9,133.5,78.3,80.1,9.3,7.04,12.8,164.0,378.6,Very Poor,378.59099999999984,Very Poor
Delhi,2023-04-28,466.7,331.4,165.7,113.6,88.6,10.8,7.84,36.1,4.4,281.4,Poor,281.33800000000053,Poor
Mumbai,2023-04-28,234.5,187.9,20.8,21.8,108.9,29.8,0.1,85.5,98.2,388.1,Very Poor,388.1125,Very Poor
Chennai,2023-04-28,368.1,93.2,0.8,11.8,189.8,33.6,2.51,20.7,51.3,106.1,Moderate,103.40799999999997,Moderate
Kolkata,2023-04-28,440.6,168.4,99.3,50.3,229.8,46.9,9.3,59.5,113.9,191.2,Moderate,191.2645,Moderate
Bangalore,2023-04-28,236.6,86.7,70.4,83.3,87.9,28.1,6.19,50.2,68.5,389.7,Very Poor,389.68499999999915,Very Poor
Delhi,2023-04-29,381.8,290.3,102.4,14.3,141.9,16.9,4.88,39.9,161.7,240.3,Poor,240.40500000000063,Poor
